description,unspsc_code
Used in maintenance: Processed cereals,502212
Received delivery of Huckleberries,503038
Warehouse input: Precious metals,043414
Needed for project: Okras,504052
Warehouse input: Aquatic invertebrates,501217
Received delivery of Apricots,503016
Procurement request for Frozen chicories,504429
Invoice includes: Paperboard and packaging papers,141215
Received delivery of System Cards,432014
Invoice includes: Specialty material coil strips billets and ingots,302665
Retail stock: Grapefruit,503033
Restock: Confectionary products,501618
Received delivery of Removable storage media,432020
Ordered Dried spinaches,504261
Needed for project: Fibrous crop seeds and seedlings,044849
Restock: Nectarine purees,503854
Received delivery of Dragonfruit,503030
Ordered Grass and forage seeds and seedlings,043023
Ordered Aluminum coil,302651
Needed for project: Precious metal and specialty metal coil strips billets and ingots,302662
Received delivery of Frozen peaches,503453
Restock: System Cards,432014
"Used in maintenance: Faucet and shower heads, jets and parts and accessories",301818
Procurement request for Frozen spinaches,504461
Ordered Frozen blueberries,503422
Warehouse input: Frozen herbs,504441
Received delivery of Frozen chards,504428
Used in maintenance: Frozen currants,503428
Used in maintenance: Processed meat and poultry products,501120
Used in maintenance: Frozen corn,504432
Retail stock: Endives,504036
Restock: Resins,131110
Ordered Summer squashes and summer pumpkins,504063
Received delivery of Tobacco and substitutes,502115
Used in maintenance: Lettuces,504046
Procurement request for Frozen spinaches,504461
Procurement request for Limes,503042
Used in construction: Pomelos,503060
Used in maintenance: Sap,042320
Procurement request for Spice crop seeds and seedlings,043388
Warehouse input: Lead bars,302633
Ordered Mango purees,503850
Restock: Dried cherimoyas,503224
Restock: Melons,503046
Warehouse input: Dried raspberries,503262
Received delivery of Passion fruit,503052
Procurement request for Huckleberries,503038
Invoice includes: Sorrels,504061
Procurement request for Copper ingots strip billets and coil,302624
Needed for project: Frozen okras,504451
Used in construction: Cherimoyas purees,503828
Warehouse input: Tomatoes,504065
Warehouse input: Strawberry purees,503872
Warehouse input: Dried cauliflowers,504226
Invoice includes: Salt preserved seafoods,501219
Needed for project: Dried yams,504267
Used in construction: Carrots,504025
Used in maintenance: Peppers,504056
Used in maintenance: Landscape architecture materials,301218
Received delivery of Canned or jarred apricots,503616
Warehouse input: Beams,301017
Used in construction: Partition walls,301624
Received delivery of Farm raised shellfish,501225
Warehouse input: Casks and barrels and drums,241121
Warehouse input: Canned or jarred papayas,503651
Ordered Canned or jarred oranges,503650
Warehouse input: Dried cherimoyas,503224
Procurement request for Endives,504036
Invoice includes: Chocolate and sugars and sweetening products,501615
Invoice includes: Rain gutters and accessories,301517
Received delivery of Eggplants,504035
Procurement request for Dried saskatoon berries,503266
Restock: Dirt and soil,042319
Invoice includes: Olives,503072
Restock: Aquatic plants,501218
Needed for project: Frozen nectarines,503449
Procurement request for Canned or jarred peaches,503653
Restock: Pineapples,503056
Ordered Cabinetry,301618
Used in construction: Frozen chicories,504429
Used in maintenance: Asphalts,301216
Warehouse input: Tomatoes,504065
Used in maintenance: Sugar apple purees,503873
Received delivery of Canned or jarred papayas,503651
Ordered Frozen quinces,503461
Invoice includes: Frozen mandarin oranges or tangerines,503444
Received delivery of Rosins,131111
Received delivery of Breadfruit purees,503827
Used in maintenance: Dragonfruit purees,503834
Procurement request for Chinese cabbages,504030
Invoice includes: Citrons,503026
Received delivery of Pickles and relish and olives,501719
Warehouse input: Saskatoon berry purees,503871
Invoice includes: Frozen pears,503454
Used in construction: System boards processors interfaces or modules,432015
Procurement request for Frozen peas,504454
Needed for project: Other animal products,042687
Invoice includes: Processed meat and poultry products,501120
Restock: Bricks,301316
Received delivery of Canned or jarred apricots,503616
Restock: Iron ingots strips billets and coil,302655
Procurement request for Frozen herbs,504441
Ordered Angles,301015
Restock: Dried brussel sprouts,504221
Received delivery of Frozen rose hips,503464
Warehouse input: Brass bars,302615
Warehouse input: Instant mixes and supplies,501931
Received delivery of Dried melons,503246
Used in maintenance: Dried figs,503231
Procurement request for Winter squashes and winter pumpkins,504067
Used in maintenance: Tamarillo purees,503874
Received delivery of Iron sheets,302654
Used in construction: Vegetable waxes,501517
Received delivery of Frozen kumquats,503440
Needed for project: Insulation sealing layers,301417
Needed for project: Dried raisin grapes,503235
Used in maintenance: Dried kiwi fruit,503239
Used in maintenance: Elastomers,131017
Procurement request for Minimally processed meat and poultry products,501115
Warehouse input: Frozen chicories,504429
Ordered Dried bilberries,503221
Used in construction: Molded seals,314119
Retail stock: Processed meat and poultry products,501120
Warehouse input: Frozen apricots,503416
Received delivery of Desserts and dessert toppings,501923
Ordered Frozen cauliflowers,504426
Procurement request for Dried persimmons,503255
Invoice includes: Mandarin oranges or tangerines,503044
Warehouse input: Canned or jarred eggplants,504635
Warehouse input: Window frames,301719
Ordered Fresh fruit byproducts,503075
Received delivery of Dried raisin grapes,503235
Warehouse input: Plucot purees,503862
Ordered Specialized external flooring and paving materials,301220
Restock: Canned or jarred asparagus,504616
Used in maintenance: Frozen eggplants,504435
Needed for project: Wild caught shellfish,501224
Used in maintenance: Dried lentils,504245
Received delivery of Frozen bilberries,503421
Restock: Sauces and spreads and condiments,501718
Warehouse input: Frozen pineapples,503456
Used in construction: Huckleberry purees,503842
Used in maintenance: Dried artichokes,504215
Procurement request for Sugar apple,503068
Used in maintenance: Dried beans,504218
Retail stock: Dried broccoli,504220
Used in construction: Rain gutters and accessories,301517
Retail stock: Peach purees,503858
Retail stock: Vinegars and cooking wines,501717
Procurement request for Frozen nominant fruits,503470
Restock: Canned or jarred sea vegetables,504658
Retail stock: Countertops,301622
Used in construction: Frozen lemons,503441
Used in maintenance: Sapote purees,503870
Received delivery of Sugar products,501619
Used in construction: Stainless steel coil,302647
Needed for project: Concrete and mortars,301115
Ordered Canned or jarred gourds,504639
Used in maintenance: Frozen nominant fruits,503470
Procurement request for Strawberry purees,503872
Retail stock: Frozen guavas,503437
Received delivery of Fresh vegetable juice or concentrate,502031
Retail stock: Canned or jarred tamarillo,503669
Procurement request for Dried garlics,504238
Used in construction: Canned or jarred leeks,504644
Needed for project: Frozen summer squashes and summer pumpkins,504462
Ordered Flour and milled products,502213
Needed for project: Frozen peppers,504455
Used in maintenance: Dried mushrooms,504248
Used in construction: Chicories,504029
Ordered Frozen cardoons,504424
Invoice includes: Securing and protecting supplies,241415
Needed for project: Sub assemblies for electronic devices,432022
Retail stock: Zinc bars and sheets,302628
Warehouse input: System boards processors interfaces or modules,432015
Used in maintenance: Bituminous derivatives,301215
Used in maintenance: Currants,503028
Ordered Dried bunching onions,504222
Invoice includes: Canned or jarred lentils,504645
Received delivery of Frozen cucumbers,504434
Needed for project: Dates,503029
Restock: Computer displays,432119
Received delivery of Windows,301716
Used in maintenance: Fresh pome fruit juice or concentrate,502026
Used in maintenance: Frozen sugar peas,504469
Procurement request for Resins,131110
Ordered Frozen papayas,503451
Warehouse input: Currant purees,503832
Invoice includes: Frozen cauliflowers,504426
Restock: Springs,311619
Received delivery of Dried nightshades,504250
Needed for project: Sugar apple,503068
Ordered Angles,301015
Needed for project: Canned or jarred figs,503631
Used in construction: Canned or jarred tamarillo,503669
Procurement request for Corn,504032
Invoice includes: Dried apples,503215
Procurement request for Cherimoyas purees,503828
Used in maintenance: Dried nectarines,503249
Procurement request for Canned or jarred celery,504627
Restock: Liquid containers,241126
Used in maintenance: Canned or jarred chinese cabbages,504630
Received delivery of Bronze bars,302625
Needed for project: Dried celery,504227
Received delivery of Frozen lemons,503441
Used in construction: Dried raspberries,503262
Used in maintenance: Dried rose hips,503264
Used in maintenance: Copper sheets,302623
Invoice includes: Canned or jarred sweet potatoes,504663
Used in maintenance: Brass ingots strips billets and coil,302617
Needed for project: Banana purees,503821
Restock: Pulses,502210
Used in construction: Dried beets,504219
Invoice includes: Frozen nominant vegetables,504468
Warehouse input: Dried rose hips,503264
Needed for project: Specialty steel coils,302643
Restock: Dried cabbages,504223
Procurement request for Salt preserved seafoods,501219
Received delivery of Canned or jarred summer squashes and summer pumpkins,504662
Used in construction: Baking mixes and supplies,501817
Retail stock: Dried cherimoyas,503224
Needed for project: Frozen asparagus,504416
Received delivery of Frozen spinaches,504461
Ordered Dried melons,503246
Received delivery of Dried corn,504232
Received delivery of Magnesium bars and sheets,302618
Warehouse input: Dried broccoli,504220
Warehouse input: Dried chives,504231
Used in maintenance: Limes,503042
Restock: Dried passion fruit,503252
Used in maintenance: Molding and millwork,301619
Needed for project: Strawberries,503067
Used in maintenance: Canned or jarred persimmons,503655
Retail stock: Frozen eggplants,504435
Retail stock: Gooseberry purees,503836
Needed for project: Frozen bunching onions,504422
Needed for project: Plucots,503057
Used in construction: Winter squashes and winter pumpkins,504067
Used in maintenance: Frozen lentils,504445
Retail stock: Honeycomb core,301035
Invoice includes: Tobacco and substitutes,502115
Invoice includes: Magnesium bars and sheets,302618
