description,unspsc_code
Shipment includes Mature cheddar block,50131708
Requested: Flexible copper wire,26121524
Invoice: 50 x 5L matte paint bucket,31211504
Requisition for Carton of large eggs,50131705
Requisition for Thai jasmine rice,50201700
Delivery note for 2 pcs of Long grain rice 4kg,50201700
Line item: Wireless dual-band router,43222609
Requisition for Wireless dual-band router,43222609
Delivery note for 10 pcs of White paint 10L,31211504
Procurement of Heavy panel for construction,30111504
Bought: 25 Notebook PC for office,43211503
Line item: Electric cable 1.5mm,26121524
Procurement of Internet router for branch,43222609
Line item: White paint 10L,31211504
Shipment includes Concrete wall section,30111504
Delivery note for 10 pcs of House wiring cable,26121524
Acquired 5 units of Free-range eggs pack,50131705
Requisition for 90-degree PVC fitting,40142320
Line item: Carton of large eggs,50131705
Acquired 5 units of Office WiFi router,43222609
Bought: 50 Basmati rice 5kg,50201700
Procurement of Interior matte emulsion,31211504
Bought: 25 Single core insulated cable,26121524
Invoice: 2 x Steamed white rice,50201700
Shipment includes Office WiFi router,43222609
Requisition for Wall coating white matte,31211504
Line item: Internet router for branch,43222609
Invoice: 25 x Farm eggs (large),50131705
Invoice: 25 x Office WiFi router,43222609
Invoice: 12 x Flexible copper wire,26121524
Procurement of Steel rods for foundation,30102307
Procurement of Laptop with 16GB RAM,43211503
Order placed for Sliced cheddar cheese,50131708
Requested: Block of cheddar 1kg,50131708
Procurement of Fresh eggs 12-pack,50131705
Line item: Exterior concrete board,30111504
Requisition for Steel rods for foundation,30102307
Requisition for Steel rebars 10mm,30102307
Delivery note for 1 pcs of Plumbing pipe elbow,40142320
Invoice: 1 x Flexible copper wire,26121524
Invoice: 2 x Company-issued laptop,43211503
Requisition for Matte latex paint,31211504
Shipment includes Internet router for branch,43222609
Line item: Gigabit router 5GHz,43222609
Delivery note for 25 pcs of Interior matte emulsion,31211504
Order placed for Laptop with 16GB RAM,43211503
Requisition for Rice sack 5kg,50201700
Invoice: 1 x Steel rebars 10mm,30102307
Acquired 12 units of Farm eggs (large),50131705
Procurement of Company-issued laptop,43211503
Line item: Matte latex paint,31211504
Delivery note for 12 pcs of Steel rebars 10mm,30102307
Invoice: 50 x Precast wall panel,30111504
Requested: Wireless dual-band router,43222609
Order placed for White cheddar slices,50131708
Requested: Cheddar wedge 500g,50131708
Acquired 10 units of Thai jasmine rice,50201700
Requisition for Block of cheddar 1kg,50131708
Order placed for Wireless dual-band router,43222609
Acquired 12 units of White paint 10L,31211504
Shipment includes Heavy panel for construction,30111504
Delivery note for 50 pcs of Wireless dual-band router,43222609
Requested: Farm eggs (large),50131705
Shipment includes Flexible copper wire,26121524
Order placed for Exterior concrete board,30111504
Requested: Wall slab 2m,30111504
Delivery note for 2 pcs of Laptop with 16GB RAM,43211503
Shipment includes Long grain rice 4kg,50201700
Order placed for Wireless dual-band router,43222609
Acquired 50 units of Drainage elbow 50mm,40142320
Invoice: 1 x PVC elbow 2in,40142320
Line item: White cheddar slices,50131708
Shipment includes Single core insulated cable,26121524
Acquired 12 units of Steel rebars 10mm,30102307
Bought: 50 Company-issued laptop,43211503
Procurement of Gigabit router 5GHz,43222609
Order placed for Rice sack 5kg,50201700
Bought: 12 Electric cable 1.5mm,26121524
Invoice: 2 x White cheddar slices,50131708
Delivery note for 10 pcs of 90-degree PVC fitting,40142320
Invoice: 10 x Block of cheddar 1kg,50131708
Delivery note for 10 pcs of Drainage elbow 50mm,40142320
Delivery note for 2 pcs of 14-inch business laptop,43211503
Bought: 2 Free-range eggs pack,50131705
Invoice: 5 x Carton of large eggs,50131705
Acquired 50 units of 10mm construction steel,30102307
Acquired 10 units of Exterior concrete board,30111504
Bought: 2 Gigabit router 5GHz,43222609
Bought: 25 90-degree PVC fitting,40142320
Acquired 2 units of Wall coating white matte,31211504
Delivery note for 25 pcs of Steamed white rice,50201700
Requested: Free-range eggs pack,50131705
Shipment includes Steamed white rice,50201700
Requested: Company-issued laptop,43211503
Requisition for Electric cable 1.5mm,26121524
Line item: Organic eggs dozen,50131705
Shipment includes PVC elbow 2in,40142320
Delivery note for 2 pcs of Organic eggs dozen,50131705
Shipment includes Plastic pipe elbow joint,40142320
Line item: Basmati rice 5kg,50201700
Shipment includes Free-range eggs pack,50131705
Requisition for Flexible copper wire,26121524
Bought: 25 WiFi 6 router,43222609
Requested: Laptop with 16GB RAM,43211503
Bought: 1 Office WiFi router,43222609
Acquired 50 units of Exterior concrete board,30111504
Procurement of Basmati rice 5kg,50201700
Requisition for Plastic pipe elbow joint,40142320
Bought: 25 Single core insulated cable,26121524
Line item: Concrete wall section,30111504
Bought: 25 Rice sack 5kg,50201700
Acquired 1 units of Electric cable 1.5mm,26121524
Delivery note for 10 pcs of Carton of large eggs,50131705
Invoice: 5 x Laptop with 16GB RAM,43211503
Line item: 90-degree PVC fitting,40142320
Line item: Matte latex paint,31211504
Line item: Carton of large eggs,50131705
Order placed for Fresh eggs 12-pack,50131705
Procurement of Steel rebars 10mm,30102307
Invoice: 25 x Wireless dual-band router,43222609
Invoice: 12 x Matte latex paint,31211504
Requisition for Mature cheddar block,50131708
Shipment includes Organic eggs dozen,50131705
Shipment includes Sliced cheddar cheese,50131708
Requested: Steel rods for foundation,30102307
Shipment includes Exterior concrete board,30111504
Delivery note for 50 pcs of Interior matte emulsion,31211504
Order placed for Company-issued laptop,43211503
Acquired 5 units of Electric cable 1.5mm,26121524
Order placed for Wall coating white matte,31211504
Acquired 12 units of Free-range eggs pack,50131705
Shipment includes Thai jasmine rice,50201700
Acquired 50 units of 14-inch business laptop,43211503
Invoice: 50 x Free-range eggs pack,50131705
Bought: 1 Plumbing pipe elbow,40142320
Order placed for Mature cheddar block,50131708
Invoice: 5 x PVC elbow 2in,40142320
Shipment includes Cheddar wedge 500g,50131708
Bought: 10 Concrete wall section,30111504
Line item: Long grain rice 4kg,50201700
Requisition for Electric cable 1.5mm,26121524
Invoice: 2 x Fresh eggs 12-pack,50131705
Bought: 1 Gigabit router 5GHz,43222609
Line item: Wireless dual-band router,43222609
Requisition for Wall coating white matte,31211504
Line item: Farm eggs (large),50131705
Invoice: 1 x Farm eggs (large),50131705
Requested: Precast wall panel,30111504
Requested: Mild steel bars,30102307
Line item: Plastic pipe elbow joint,40142320
Requisition for Free-range eggs pack,50131705
Delivery note for 50 pcs of Precast wall panel,30111504
Requisition for House wiring cable,26121524
Requisition for 10mm construction steel,30102307
Requested: Basmati rice 5kg,50201700
Delivery note for 5 pcs of 10mm construction steel,30102307
Order placed for Laptop i7 processor,43211503
Bought: 25 Interior matte emulsion,31211504
Shipment includes WiFi 6 router,43222609
Requested: Concrete wall section,30111504
Bought: 5 White paint 10L,31211504
Bought: 12 House wiring cable,26121524
Delivery note for 5 pcs of Mature cheddar block,50131708
Requisition for Wall slab 2m,30111504
Shipment includes Notebook PC for office,43211503
Invoice: 2 x Plastic pipe elbow joint,40142320
Requested: Mature cheddar block,50131708
Invoice: 12 x Rice sack 5kg,50201700
Shipment includes Drainage elbow 50mm,40142320
Shipment includes Laptop with 16GB RAM,43211503
Line item: 90-degree PVC fitting,40142320
Procurement of WiFi 6 router,43222609
Acquired 50 units of Laptop i7 processor,43211503
Shipment includes Company-issued laptop,43211503
Line item: Long grain rice 4kg,50201700
Acquired 12 units of Internet router for branch,43222609
Bought: 50 Concrete wall section,30111504
Procurement of Fresh eggs 12-pack,50131705
Procurement of Laptop i7 processor,43211503
Line item: White cheddar slices,50131708
Invoice: 25 x Long grain rice 4kg,50201700
Delivery note for 1 pcs of Plastic pipe elbow joint,40142320
Order placed for Internet router for branch,43222609
Shipment includes Block of cheddar 1kg,50131708
Shipment includes Plastic pipe elbow joint,40142320
Procurement of Laptop with 16GB RAM,43211503
Invoice: 12 x Carton of large eggs,50131705
Line item: Matte latex paint,31211504
Order placed for Mild steel bars,30102307
Line item: Long grain rice 4kg,50201700
Order placed for Wall coating white matte,31211504
Acquired 5 units of Laptop with 16GB RAM,43211503
Shipment includes Plastic pipe elbow joint,40142320
Order placed for Sliced cheddar cheese,50131708
Bought: 25 Precast wall panel,30111504
Acquired 25 units of White cheddar slices,50131708
Shipment includes Interior matte emulsion,31211504
Order placed for Organic eggs dozen,50131705
Bought: 25 Block of cheddar 1kg,50131708
Shipment includes Steamed white rice,50201700
Delivery note for 25 pcs of Sliced cheddar cheese,50131708
Requisition for Notebook PC for office,43211503
Delivery note for 50 pcs of Heavy panel for construction,30111504
Requested: Mild steel bars,30102307
Requested: Heavy panel for construction,30111504
Procurement of Steamed white rice,50201700
Shipment includes Wall coating white matte,31211504
Bought: 1 Wall coating white matte,31211504
Acquired 5 units of Copper wire 100m,26121524
Bought: 10 White cheddar slices,50131708
Invoice: 50 x WiFi 6 router,43222609
Procurement of Carton of large eggs,50131705
Delivery note for 2 pcs of Laptop with 16GB RAM,43211503
Shipment includes Steel rebars 10mm,30102307
Shipment includes Plumbing pipe elbow,40142320
Requisition for Basmati rice 5kg,50201700
Delivery note for 1 pcs of Concrete wall section,30111504
Requisition for PVC elbow 2in,40142320
Acquired 10 units of Cheddar wedge 500g,50131708
Delivery note for 25 pcs of Precast wall panel,30111504
Procurement of Long grain rice 4kg,50201700
Order placed for Laptop i7 processor,43211503
Procurement of Heavy panel for construction,30111504
Procurement of Block of cheddar 1kg,50131708
Invoice: 10 x Block of cheddar 1kg,50131708
Requisition for WiFi 6 router,43222609
Acquired 2 units of Plastic pipe elbow joint,40142320
Procurement of PVC elbow 2in,40142320
Requisition for Steamed white rice,50201700
Order placed for Plumbing pipe elbow,40142320
Acquired 1 units of Free-range eggs pack,50131705
Invoice: 5 x Free-range eggs pack,50131705
Order placed for Mature cheddar block,50131708
Requisition for Notebook PC for office,43211503
Requested: Steel rebars 10mm,30102307
Shipment includes Fresh eggs 12-pack,50131705
Requisition for Block of cheddar 1kg,50131708
Acquired 2 units of Long grain rice 4kg,50201700
Delivery note for 50 pcs of Steamed white rice,50201700
Acquired 1 units of Company-issued laptop,43211503
Invoice: 2 x Copper wire 100m,26121524
Shipment includes Copper wire 100m,26121524
Delivery note for 5 pcs of Fresh eggs 12-pack,50131705
Line item: Company-issued laptop,43211503
Delivery note for 12 pcs of Office WiFi router,43222609
Requested: Plumbing pipe elbow,40142320
Line item: WiFi 6 router,43222609
Requested: Matte latex paint,31211504
Procurement of 10mm construction steel,30102307
Procurement of House wiring cable,26121524
Delivery note for 1 pcs of 10mm construction steel,30102307
Requested: Matte latex paint,31211504
Invoice: 25 x Carton of large eggs,50131705
Procurement of PVC elbow 2in,40142320
Acquired 10 units of Flexible copper wire,26121524
Order placed for Company-issued laptop,43211503
Order placed for White cheddar slices,50131708
Shipment includes Precast wall panel,30111504
Delivery note for 5 pcs of Sliced cheddar cheese,50131708
Acquired 5 units of Gigabit router 5GHz,43222609
Requested: Fresh eggs 12-pack,50131705
Bought: 1 Interior matte emulsion,31211504
Invoice: 10 x Block of cheddar 1kg,50131708
Shipment includes Fresh eggs 12-pack,50131705
Requested: House wiring cable,26121524
Delivery note for 50 pcs of Drainage elbow 50mm,40142320
Invoice: 50 x Laptop with 16GB RAM,43211503
Procurement of Plumbing pipe elbow,40142320
Order placed for Office WiFi router,43222609
Shipment includes 5L matte paint bucket,31211504
Delivery note for 50 pcs of Mild steel bars,30102307
Shipment includes Block of cheddar 1kg,50131708
Requisition for Free-range eggs pack,50131705
Order placed for Laptop i7 processor,43211503
Procurement of Block of cheddar 1kg,50131708
Requested: Interior matte emulsion,31211504
Order placed for Steamed white rice,50201700
Order placed for Wall slab 2m,30111504
Line item: Notebook PC for office,43211503
Acquired 1 units of Block of cheddar 1kg,50131708
Procurement of 10mm construction steel,30102307
Shipment includes Exterior concrete board,30111504
Shipment includes 10mm construction steel,30102307
Invoice: 5 x Office WiFi router,43222609
Invoice: 1 x Drainage elbow 50mm,40142320
Bought: 2 Heavy panel for construction,30111504
Shipment includes Drainage elbow 50mm,40142320
Order placed for Carton of large eggs,50131705
Shipment includes Long grain rice 4kg,50201700
Requisition for Electric cable 1.5mm,26121524
Acquired 10 units of 10mm construction steel,30102307
Acquired 12 units of Flexible copper wire,26121524
Shipment includes House wiring cable,26121524
Acquired 12 units of Block of cheddar 1kg,50131708
Delivery note for 1 pcs of White paint 10L,31211504
Acquired 50 units of Free-range eggs pack,50131705
Invoice: 1 x Concrete wall section,30111504
Delivery note for 12 pcs of Interior matte emulsion,31211504
Bought: 50 Rebar rods for concrete,30102307
Invoice: 2 x Steamed white rice,50201700
Acquired 50 units of Matte latex paint,31211504
Procurement of WiFi 6 router,43222609
Bought: 2 WiFi 6 router,43222609
Line item: Concrete wall section,30111504
Line item: Plastic pipe elbow joint,40142320
