description,unspsc_code
Procurement of Frozen nectarines,503449
Order for Aquatic invertebrates,501217
Warehouse received: Frozen chives,504431
Restocking Dried nominant fruits,503270
Construction supply: Sugar products,501619
Construction supply: Bronze sheets,302626
Construction supply: Canned or jarred plums,503658
Inventory includes Nuts and seeds,501017
Received shipment: Dried bunching onions,504222
Order for Structural products,301036
Restocking Stainless steel strips,302648
Construction supply: Vegetable waxes,501517
Procurement of Steel alloy bars,302637
Procurement of Dried apples,503215
Used in repairs: Dirt and soil,042319
Construction supply: Salt preserved seafoods,501219
Procurement of Canned or jarred onions,504652
Warehouse received: Cranberries,503027
Order for Canned or jarred kumquats,503640
Received shipment: Citrons,503026
Received shipment: Frozen gourds,504439
Warehouse received: Dried cardoons,504224
Restocking Plate,301022
Procurement of Frozen celery,504427
Invoice lists Dragonfruit,503030
Procurement of Lead ingots strips billets and coil,302635
Retail stock: Frozen tomatoes,504464
Used in repairs: Canned or jarred chards,504628
Warehouse received: Dried mustards,504249
Warehouse received: Frozen lentils,504445
Warehouse received: Frozen cauliflowers,504426
Invoice lists Apples,503015
Retail stock: Frozen passion fruit,503452
Used in repairs: Natural rubber,131015
Construction supply: Frozen peas,504454
Construction supply: Dried brussel sprouts,504221
Restocking Loquats,503043
Warehouse received: Piling,301028
Used in repairs: Packaged combination meals,501927
Restocking Frozen plucots,503457
Warehouse received: Herbs,504041
Warehouse received: Engineered wood products,044147
Order for Frozen citrons,503426
Warehouse received: Canned or jarred mulberries,503647
Procurement of Bricks,301316
Invoice lists Rose hip purees,503869
Invoice lists Glass products,301717
Restocking Papaya purees,503856
Procurement of Dried chokeberries,503271
Received shipment: Frozen leeks,504444
Invoice lists Canned or jarred cabbages,504623
Received shipment: Liquid containers,241126
Retail stock: Frozen cabbages,504423
Procurement of Countertops,301622
Received shipment: Frozen sorrels,504460
Order for Pickles and relish and olives,501719
Used in repairs: Non sanitary residential fixtures,301816
Construction supply: Frozen guavas,503437
Warehouse received: Frozen leeks,504444
Construction supply: Canned or jarred pears,503654
Restocking Channels,301018
Order for Cucumbers,504034
Invoice lists Peas,504054
Restocking Tamarillo,503069
Restocking Rhubarb,503063
Construction supply: Dried okras,504251
Procurement of Blueberry purees,503826
Invoice lists Nominant vegetables,504070
Restocking Gates,301720
Warehouse received: Bread and biscuits and cookies,501819
Invoice lists Specialized external flooring and paving materials,301220
Used in repairs: Tree and shrub seeds and cuttings,044119
Procurement of Currants,503028
Retail stock: Passion fruit purees,503857
Invoice lists Mandarin oranges or tangerines,503044
Received shipment: Canned or jarred tamarillo,503669
Restocking Canned or jarred eggplants,504635
Received shipment: Tangelo purees,503849
Procurement of Garage doors and operators,301721
Order for Gourds,504039
Received shipment: Specialty steel coils,302643
Restocking Canned or jarred mushrooms,504648
Warehouse received: Dried peaches,503253
Warehouse received: Specialty material bars and sheets,302664
Restocking Dried avocados,504217
Construction supply: Lead sheets,302634
Procurement of Grapefruit purees,503837
Construction supply: Dried bilberries,503221
Restocking Frozen beans,504418
Used in repairs: Personal communications device accessories or parts,431916
Restocking Passion fruit,503052
Retail stock: Dried kohlrabi,504243
Retail stock: Dragonfruit purees,503834
Construction supply: Canned or jarred cucumbers,504634
Construction supply: Dried oranges,503250
Procurement of Summer squashes and summer pumpkins,504063
Warehouse received: Metallic fibers and filaments,301038
Order for Casks and barrels and drums,241121
Used in repairs: Flooring,301617
Inventory includes Raw milk products,502032
Warehouse received: Legume seeds and seedlings,045214
Restocking Canned or jarred cabbages,504623
Order for Canned or jarred breadfruit,503623
Procurement of Apricots,503016
Invoice lists Dried wine grapes,503236
Warehouse received: Grapefruit,503033
Warehouse received: Frozen yams,504467
Order for Brass bars,302615
Restocking Dried carrots,504225
Warehouse received: Canned or jarred mandarin oranges or tangerines,503644
Order for Canned or jarred currants,503628
Received shipment: Dried oranges,503250
Construction supply: Cardoons,504024
Retail stock: Ferrous alloy bars and sheets,302656
Construction supply: Canned or jarred cranberries,503627
Restocking Frozen persimmons,503455
Received shipment: Fresh pome fruit juice or concentrate,502026
Warehouse received: Magnesium bars and sheets,302618
Used in repairs: Sub assemblies for electronic devices,432022
Construction supply: Personal communications device accessories or parts,431916
Procurement of Dried kumquats,503240
Construction supply: Mango purees,503850
Inventory includes Fig purees,503835
Used in repairs: Canned or jarred sugar apple,503668
Inventory includes Canned or jarred peppers,504655
Inventory includes Rutabagas,504058
Procurement of Frozen cardoons,504424
Received shipment: Wine grape purees,503839
Inventory includes Dried asparagus,504216
Used in repairs: Rails,301031
Construction supply: Frozen fennels,504437
Restocking Huckleberry purees,503842
Used in repairs: Canned or jarred kimchis,504670
Retail stock: Pomelo purees,503865
Order for Dried brussel sprouts,504221
Construction supply: Raspberries,503062
Procurement of Endives,504036
Inventory includes Canned or jarred carrots,504625
Restocking Frozen peas,504454
Inventory includes Canned or jarred cresses,504633
Procurement of Frozen pears,503454
Used in repairs: Frozen gourds,504439
Retail stock: Pineapples,503056
Order for Canned or jarred lemons,503641
Retail stock: Dried corn,504232
Construction supply: Dried papayas,503251
Used in repairs: Tin bars,302630
Order for Dried broccoli,504220
Invoice lists Doors,301715
Retail stock: Dried cherries,503225
Inventory includes Shellfish,501216
Warehouse received: Sorrels,504061
Construction supply: Salt preserved seafoods,501219
Construction supply: Shallots,504060
Order for Flooring,301617
Invoice lists Processed meat and poultry products,501120
Restocking Frozen plucots,503457
Retail stock: Dragonfruit,503030
Received shipment: Frozen lettuces,504446
Restocking Dried loquats,503243
Construction supply: Dried sea vegetables,504258
Construction supply: Canned or jarred mustards,504649
Procurement of Frozen cucumbers,504434
Order for Countertops,301622
Warehouse received: Breadfruit,503023
Invoice lists Frozen eggplants,504435
Received shipment: Loquat purees,503847
Restocking Canned or jarred pears,503654
Retail stock: Dried table grapes,503234
Order for Dried guavas,503237
Retail stock: Tape,312015
Used in repairs: Nails,311620
Procurement of Dried saskatoon berries,503266
Invoice lists Fresh melon juice or concentrates,502030
Procurement of Passion fruit,503052
Construction supply: Infant foods and beverages,501930
Procurement of Coffee and tea,502017
Received shipment: Doors,301715
Construction supply: Countertops,301622
Restocking Canned or jarred nominant vegetables,504668
Retail stock: Dried potatoes,504256
Restocking Dried lettuces,504246
Used in repairs: Boxes,241131
Construction supply: Persimmons,503055
Construction supply: Cresses,504033
Invoice lists Onions,504053
Construction supply: Cabinetry,301618
Retail stock: Precious metals,043414
Received shipment: Canned or jarred mustards,504649
Used in repairs: Baking mixes and supplies,501817
Invoice lists Frozen nightshades,504450
Warehouse received: Canned or jarred beets,504619
Retail stock: Frozen fennels,504437
Received shipment: Fermented soybean products,501720
Procurement of Canned or jarred malanga,504647
Restocking Plum purees,503863
Used in repairs: Dried raspberries,503262
Inventory includes Post,301029
Retail stock: Angles,301015
Restocking Wild caught fish,501220
Order for Frozen huckleberries,503438
Restocking Food baskets,501934
Restocking Storage chests and cabinets and trunks,241124
Warehouse received: Grapefruit,503033
Warehouse received: Dried currants,503228
Construction supply: Fennels,504037
Received shipment: Raisin grapes,503035
Construction supply: Chards,504028
Retail stock: Canned or jarred cauliflowers,504626
Construction supply: Faucets or taps,301817
Inventory includes Dried figs,503231
Inventory includes Frozen asparagus,504416
Retail stock: Dried pineapples,503256
Retail stock: Tomatoes,504065
Used in repairs: Dried peaches,503253
Construction supply: Tree and shrub seeds and cuttings,044119
Inventory includes Peaches,503053
Invoice lists Frozen peaches,503453
Invoice lists Canned or jarred sugar peas,504669
Warehouse received: Tool steel bars,302638
Used in repairs: Frozen leeks,504444
Invoice lists Beams,301017
Used in repairs: Avocados,504017
Order for Figs,503031
Inventory includes Precious metal and specialty metal bars,302660
Construction supply: System boards processors interfaces or modules,432015
Used in repairs: Canned or jarred rose hips,503664
Used in repairs: Frozen peaches,503453
Received shipment: Dried leeks,504244
Construction supply: Canned or jarred sweet potatoes,504663
Order for Frozen yams,504467
Received shipment: Storage chests and cabinets and trunks,241124
Retail stock: Dried cauliflowers,504226
Warehouse received: Frozen breadfruit,503423
Inventory includes Frozen blackberries,503420
Procurement of Metallic fibers and filaments,301038
Construction supply: Artichokes,504015
Procurement of Canned or jarred limes,503642
Retail stock: Copper ingots strip billets and coil,302624
Construction supply: Cherimoyas,503024
Order for Dried bunching onions,504222
Received shipment: Garlics,504038
Used in repairs: Loquats,503043
Received shipment: Mandarin oranges or tangerine purees,503848
Procurement of Cherimoyas,503024
Construction supply: Frozen papayas,503451
Restocking Rhubarb,503063
Inventory includes Frozen endives,504436
Warehouse received: Raw milk products,502032
Used in repairs: Pomelos,503060
Procurement of Dried garlics,504238
Inventory includes Frozen leeks,504444
Retail stock: Pears,503054
Used in repairs: Cereals,502211
Inventory includes Fresh tropical fruit juice or concentrate,502028
Construction supply: Stairs and stairways,301621
Retail stock: Canned or jarred apricots,503616
Order for Canned or jarred limes,503642
Warehouse received: Garlics,504038
Procurement of Canned or jarred bunching onions,504622
Invoice lists Canned or jarred kimchis,504670
Restocking Canned or jarred tomatoes,504664
Invoice lists Frozen rhubarb,503463
Procurement of Processed meat and poultry products,501120
Used in repairs: Channels,301018
Procurement of Okras,504052
Procurement of Tangelo purees,503849
Construction supply: Stainless steel sheets,302646
Received shipment: Papayas,503051
Restocking Vegetable waxes,501517
Order for Plucot purees,503862
Order for Mulberry purees,503852
Inventory includes Limes,503042
Order for Packaged combination meals,501927
Restocking Savory pies and quiches and pasties,501928
